subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
72,4,v6,4,new,zorp,yes,true,zorp,new,2/22/2020,14:00,5227,1,left,left,true,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
73,6,v8,1,new,boti,yes,true,boti,new,2/22/2020,14:10,5347,2,right,right,false,true,toma
73,6,v8,2,new,zorp,no,true,zorp,new,2/22/2020,14:10,5688,1,left,left,true,true,wug
73,6,v8,3,,blicket,yes,true,blicket,nomodifier,2/22/2020,14:10,5855,2,right,right,true,false,koba
73,6,v8,4,,sprock,no,true,sprock,nomodifier,2/22/2020,14:10,5060,1,left,left,false,false,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
74,4,v4,2,new,wug,no,false,wug,new,2/22/2020,14:43,5786,2,right,left,false,true,zorp
74,4,v4,3,new,toma,yes,true,toma,new,2/22/2020,14:43,5366,1,left,left,true,true,boti
74,4,v4,4,,gade,no,true,gade,nomodifier,2/22/2020,14:43,5025,2,right,right,true,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
75,3,v4,1,,koba,yes,true,koba,nomodifier,2/22/2020,14:46,6312,1,left,left,true,true,blicket
75,3,v4,2,new,wug,no,true,wug,new,2/22/2020,14:46,5395,2,right,right,false,true,zorp
75,3,v4,3,,gade,no,true,gade,nomodifier,2/22/2020,14:46,5187,2,right,right,true,false,sprock
75,3,v4,4,new,toma,yes,true,toma,new,2/22/2020,14:46,4773,1,left,left,false,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
76,6,v8,1,,blicket,yes,true,blicket,nomodifier,2/22/2020,14:50,5409,2,right,right,true,false,koba
76,6,v8,2,,sprock,no,true,sprock,nomodifier,2/22/2020,14:50,5513,1,left,left,false,false,gade
76,6,v8,3,new,zorp,no,true,zorp,new,2/22/2020,14:50,5705,1,left,left,true,true,wug
76,6,v8,4,new,boti,yes,true,boti,new,2/22/2020,14:50,4875,2,right,right,false,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
77,3,v5,1,new,gade,no,true,gade,new,2/22/2020,14:56,7269,1,left,left,true,true,sprock
77,3,v5,2,,wug,no,true,wug,nomodifier,2/22/2020,14:56,5388,2,right,right,false,true,zorp
77,3,v5,3,new,koba,yes,true,koba,new,2/22/2020,14:56,4069,2,right,right,true,false,blicket
77,3,v5,4,,toma,yes,true,toma,nomodifier,2/22/2020,14:56,5753,1,left,left,false,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
78,3,v8,1,,sprock,no,true,sprock,nomodifier,2/22/2020,14:58,5747,1,left,left,false,false,gade
78,3,v8,2,new,boti,yes,true,boti,new,2/22/2020,14:58,6830,1,left,left,true,true,toma
78,3,v8,3,,blicket,yes,true,blicket,nomodifier,2/22/2020,14:58,5519,2,right,right,true,false,koba
78,3,v8,4,new,zorp,no,true,zorp,new,2/22/2020,14:58,5375,2,right,right,false,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS00,0,v1,1,new,sprock,no,true,sprock,new,2/24/2020,8:43,11547,1,left,left,true,true,gade
CS00,0,v1,2,new,blicket,yes,true,blicket,new,2/24/2020,8:43,5569,1,left,left,false,false,koba
CS00,0,v1,3,,zorp,no,true,zorp,nomodifier,2/24/2020,8:43,4850,2,right,right,true,false,wug
CS00,0,v1,4,,boti,yes,true,boti,nomodifier,2/24/2020,8:43,6754,2,right,right,false,true,toma
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS01,6,v2,1,new,wug,yes,true,wug,new,2/24/2020,8:47,10779,2,right,right,false,true,zorp
CS01,6,v2,2,new,toma,no,false,toma,new,2/24/2020,8:47,7251,1,left,right,true,true,boti
CS01,6,v2,3,,sprock,yes,true,sprock,nomodifier,2/24/2020,8:47,8661,2,right,right,true,false,gade
CS01,6,v2,4,,blicket,no,false,blicket,nomodifier,2/24/2020,8:47,7245,1,left,right,false,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS02,5,v5,1,,wug,no,false,wug,nomodifier,2/24/2020,9:02,5806,1,left,right,false,false,zorp
CS02,5,v5,2,,toma,yes,true,toma,nomodifier,2/24/2020,9:02,5171,2,right,right,true,false,boti
CS02,5,v5,3,new,gade,no,true,gade,new,2/24/2020,9:02,6982,1,left,left,true,true,sprock
CS02,5,v5,4,new,koba,yes,true,koba,new,2/24/2020,9:02,5103,2,right,right,false,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS03,5,v6,1,,gade,yes,true,gade,nomodifier,2/24/2020,9:08,7357,2,right,right,false,true,sprock
CS03,5,v6,2,new,boti,no,false,boti,new,2/24/2020,9:08,8347,2,right,left,true,false,toma
CS03,5,v6,3,new,zorp,yes,true,zorp,new,2/24/2020,9:08,5406,1,left,left,false,false,wug
CS03,5,v6,4,,koba,no,false,koba,nomodifier,2/24/2020,9:08,5253,1,left,right,true,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS04,5,v7,1,,boti,no,false,boti,nomodifier,2/24/2020,9:12,8114,1,left,right,false,false,toma
CS04,5,v7,2,new,gade,yes,false,gade,new,2/24/2020,9:12,10478,1,left,right,true,true,sprock
CS04,5,v7,3,new,koba,no,true,koba,new,2/24/2020,9:12,7774,2,right,right,true,false,blicket
CS04,5,v7,4,,zorp,yes,true,zorp,nomodifier,2/24/2020,9:12,5829,2,right,right,false,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS05,5,v2,1,,sprock,yes,true,sprock,nomodifier,2/24/2020,9:24,7790,2,right,right,false,true,gade
CS05,5,v2,2,new,wug,yes,true,wug,new,2/24/2020,9:24,5666,1,left,left,true,true,zorp
CS05,5,v2,3,new,toma,no,true,toma,new,2/24/2020,9:24,5736,2,right,right,true,false,boti
CS05,5,v2,4,,blicket,no,true,blicket,nomodifier,2/24/2020,9:24,5985,1,left,left,false,false,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS06,5,v8,1,new,boti,yes,true,boti,new,2/24/2020,10:10,5147,2,right,right,false,true,toma
CS06,5,v8,2,,blicket,yes,true,blicket,nomodifier,2/24/2020,10:10,4111,1,left,left,true,true,koba
CS06,5,v8,3,new,zorp,no,false,zorp,new,2/24/2020,10:10,6242,2,right,left,true,false,wug
CS06,5,v8,4,,sprock,no,false,sprock,nomodifier,2/24/2020,10:10,5248,1,left,right,false,false,gade
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS07,5,v4,1,new,toma,yes,true,toma,new,2/24/2020,10:12,6691,2,right,right,false,true,boti
CS07,5,v4,2,,koba,yes,true,koba,nomodifier,2/24/2020,10:12,5355,1,left,left,true,true,blicket
CS07,5,v4,3,new,wug,no,true,wug,new,2/24/2020,10:12,5633,2,right,right,true,false,zorp
CS07,5,v4,4,,gade,no,true,gade,nomodifier,2/24/2020,10:12,5510,1,left,left,false,false,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS08,5,v1,1,new,sprock,no,true,sprock,new,2/24/2020,10:22,12406,1,left,left,false,false,gade
CS08,5,v1,2,,zorp,no,true,zorp,nomodifier,2/24/2020,10:22,5239,1,left,left,true,true,wug
CS08,5,v1,3,,boti,yes,true,boti,nomodifier,2/24/2020,10:22,4897,2,right,right,true,false,toma
CS08,5,v1,4,new,blicket,yes,true,blicket,new,2/24/2020,10:22,4915,2,right,right,false,true,koba
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS09,5,v6,1,,gade,yes,true,gade,nomodifier,2/24/2020,10:24,5304,2,right,right,false,true,sprock
CS09,5,v6,2,new,zorp,yes,true,zorp,new,2/24/2020,10:24,5398,2,right,right,true,false,wug
CS09,5,v6,3,new,boti,no,false,boti,new,2/24/2020,10:24,8041,1,left,right,true,true,toma
CS09,5,v6,4,,koba,no,false,koba,nomodifier,2/24/2020,10:24,5028,1,left,right,false,false,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS10,5,v6,1,,koba,no,true,koba,nomodifier,2/24/2020,10:29,5369,2,right,right,true,false,blicket
CS10,5,v6,2,new,boti,no,true,boti,new,2/24/2020,10:29,5033,1,left,left,false,false,toma
CS10,5,v6,3,new,zorp,yes,true,zorp,new,2/24/2020,10:29,6800,1,left,left,true,true,wug
CS10,5,v6,4,,gade,yes,true,gade,nomodifier,2/24/2020,10:29,5001,2,right,right,false,true,sprock
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS11,5,v2,1,,blicket,no,false,blicket,nomodifier,2/24/2020,10:34,7372,2,right,left,true,false,koba
CS11,5,v2,2,new,wug,yes,false,wug,new,2/24/2020,10:34,7007,1,left,right,true,true,zorp
CS11,5,v2,3,,sprock,yes,true,sprock,nomodifier,2/24/2020,10:34,5503,2,right,right,false,true,gade
CS11,5,v2,4,new,toma,no,false,toma,new,2/24/2020,10:34,5291,1,left,right,false,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS12,5,v4,1,new,wug,no,true,wug,new,2/24/2020,10:40,5213,1,left,left,false,false,zorp
CS12,5,v4,2,,gade,no,true,gade,nomodifier,2/24/2020,10:40,5037,2,right,right,false,true,sprock
CS12,5,v4,3,,koba,yes,true,koba,nomodifier,2/24/2020,10:40,4893,1,left,left,true,true,blicket
CS12,5,v4,4,new,toma,yes,true,toma,new,2/24/2020,10:40,4884,2,right,right,true,false,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS13,5,v5,1,,wug,no,false,wug,nomodifier,2/24/2020,10:47,10349,1,left,right,false,false,zorp
CS13,5,v5,2,new,gade,no,true,gade,new,2/24/2020,10:47,6517,1,left,left,true,true,sprock
CS13,5,v5,3,new,koba,yes,true,koba,new,2/24/2020,10:47,5366,2,right,right,true,false,blicket
CS13,5,v5,4,,toma,yes,true,toma,nomodifier,2/24/2020,10:47,6117,2,right,right,false,true,boti
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS14,5,v6,1,,koba,no,true,koba,nomodifier,2/24/2020,13:22,5982,2,right,right,true,false,blicket
CS14,5,v6,2,,gade,yes,true,gade,nomodifier,2/24/2020,13:22,4954,1,left,left,true,true,sprock
CS14,5,v6,3,new,boti,no,false,boti,new,2/24/2020,13:22,5560,1,left,right,false,false,toma
CS14,5,v6,4,new,zorp,yes,true,zorp,new,2/24/2020,13:22,4461,2,right,right,false,true,wug
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS16,5,v5,1,,wug,no,false,wug,nomodifier,2/24/2020,13:39,5058,1,left,right,false,false,zorp
CS16,5,v5,2,new,gade,no,false,gade,new,2/24/2020,13:39,7096,1,left,right,true,true,sprock
CS16,5,v5,3,,toma,yes,true,toma,nomodifier,2/24/2020,13:39,5272,2,right,right,true,false,boti
CS16,5,v5,4,new,koba,yes,true,koba,new,2/24/2020,13:39,4993,2,right,right,false,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS17,5,v6,1,,gade,yes,true,gade,nomodifier,2/24/2020,13:41,7854,1,left,left,true,true,sprock
CS17,5,v6,2,new,zorp,yes,true,zorp,new,2/24/2020,13:41,5231,1,left,left,false,false,wug
CS17,5,v6,3,new,boti,no,true,boti,new,2/24/2020,13:41,6942,2,right,right,true,false,toma
CS17,5,v6,4,,koba,no,true,koba,nomodifier,2/24/2020,13:41,5574,2,right,right,false,true,blicket
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS18,5,v2,1,,sprock,yes,false,sprock,nomodifier,2/24/2020,13:53,6435,2,right,left,true,false,gade
CS18,5,v2,2,new,toma,no,false,toma,new,2/24/2020,13:53,14489,2,right,left,false,true,boti
CS18,5,v2,3,,blicket,no,false,blicket,nomodifier,2/24/2020,13:53,5911,1,left,right,false,false,koba
CS18,5,v2,4,new,wug,yes,true,wug,new,2/24/2020,13:53,8006,1,left,left,true,true,zorp
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
subid, subage, version, counter, mod, targetname, response, chosetarget, targetnamecheck, modifier, date, timestamp,rtsearch, targetpos,targetside,chosenside,sidesmatchorder,targetnamefirst,distractorname 
CS000,47,v1,1,,boti,yes,true,boti,nomodifier,2/24/2020,13:55,4955,1,left,left,true,true,toma
CS000,47,v1,2,new,blicket,yes,true,blicket,new,2/24/2020,13:55,5500,2,right,right,false,true,koba
CS000,47,v1,3,,zorp,no,true,zorp,nomodifier,2/24/2020,13:55,11011,1,left,left,false,false,wug
CS000,47,v1,4,new,sprock,no,false,sprock,new,2/24/2020,13:55,4783,2,right,left,true,false,gade
